row_id,from_date,to_date,part_number,dealer_price,list_price,part_category,part_name,competition_brand,competition_name,competition_part_number
559,2013-03-01,2013-03-31,6L1Z1A049AA,456.98,878.80,HUB ASSEMBLIES,KIT  WHEEL BEARING REPAIR,WD/JOBBER,TIMKEN,SP550209
560,2013-04-01,2013-04-30,6L1Z1A049AA,292.33,471.50,HUB ASSEMBLIES,KIT  WHEEL BEARING REPAIR,WD/JOBBER,TIMKEN,SP550209
561,2013-05-01,2013-05-31,6L1Z1A049AA,408.60,530.25,HUB ASSEMBLIES,KIT - WHEEL BEARING REPAIR,WD/JOBBER,CR SKF,BR930635
562,2013-03-01,2013-03-31,6L1Z1A049AA,328.10,497.12,HUB ASSEMBLIES,KIT - WHEEL BEARING REPAIR,WD/JOBBER,NATIONAL,541001
563,2013-04-01,2013-04-30,6L1Z1A049AA,261.68,396.49,HUB ASSEMBLIES,KIT - WHEEL BEARING REPAIR,WD/JOBBER,NATIONAL,541001
564,2013-01-01,2013-01-31,6L1Z2C026A,94.01,116.62,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18A1588
565,2013-07-01,2013-07-31,6L1Z2C026A,78.28,116.62,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18A1588
566,2013-08-01,2013-08-31,6L1Z2C026A,78.28,116.62,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18A1588
567,2013-09-01,2013-09-30,6L1Z2C026A,39.70,75.99,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,BENDIX,PRT5414
568,2013-09-01,2013-09-30,6L1Z2C026A,56.99,91.18,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,AUTOZONE,DURALAST,54100
569,2013-05-01,2013-05-31,6L1Z2C026A,81.31,123.20,OE MOTORCRAFT ROTOR AND DRUM,DRUM  BRAKE,WD/JOBBER,RAYBESTOS,680106R
570,2013-06-01,2013-06-30,6L1Z2C026A,64.56,111.99,OE MOTORCRAFT ROTOR AND DRUM,DRUM  BRAKE,WD/JOBBER,RAYBESTOS,680106R
571,2013-11-01,2013-11-30,6L1Z2C026A,61.32,92.91,OE MOTORCRAFT ROTOR AND DRUM,DRUM  BRAKE,WD/JOBBER,WAGNER,BD125781
572,2013-09-01,2013-09-30,6L2Z1109B,153.99,246.38,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,HA590259K
573,2013-03-01,2013-03-31,6L2Z1109B,244.06,469.35,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,HA590259K
574,2013-01-01,2013-01-31,6L2Z1125AA,93.19,115.60,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,ACDELCO,18A2352
575,2013-07-01,2013-07-31,6L2Z1125AA,77.59,115.60,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,ACDELCO,18A2352
576,2013-08-01,2013-08-31,6L2Z1125AA,77.59,115.60,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,ACDELCO,18A2352
577,2013-08-01,2013-08-31,6L2Z1125AA,48.65,71.98,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,BENDIX,PRT5734
578,2013-09-01,2013-09-30,6L2Z1125AA,52.99,84.78,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,AUTOZONE,DURALAST,42248
579,2013-07-01,2013-07-31,6L2Z1125AA,54.99,91.64,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,NAPA,NAPA,48880416
580,2013-05-01,2013-05-31,6L2Z1125AA,107.12,162.30,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,RAYBESTOS,680416R
581,2013-06-01,2013-06-30,6L2Z1125AA,85.05,147.99,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,RAYBESTOS,680416R
582,2013-11-01,2013-11-30,6L2Z1125AA,79.51,120.47,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,WAGNER,BD126346
583,2013-01-01,2013-01-31,6L2Z2C026A,71.30,88.46,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY - BRAKE,WD/JOBBER,ACDELCO,18A1426
584,2013-07-01,2013-07-31,6L2Z2C026A,59.37,88.46,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY - BRAKE,WD/JOBBER,ACDELCO,18A1426
585,2013-08-01,2013-08-31,6L2Z2C026A,59.37,88.46,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY - BRAKE,WD/JOBBER,ACDELCO,18A1426
586,2013-09-01,2013-09-30,6L2Z2C026A,28.10,53.99,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY - BRAKE,WD/JOBBER,BENDIX,PRT5358
587,2013-09-01,2013-09-30,6L2Z2C026A,35.99,57.58,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY - BRAKE,AUTOZONE,DURALAST,54098
588,2013-07-01,2013-07-31,6L2Z2C026A,37.49,62.48,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY - BRAKE,NAPA,NAPA,48880026
589,2013-05-01,2013-05-31,6L2Z2C026A,56.46,85.54,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY  BRAKE,WD/JOBBER,RAYBESTOS,680026R
590,2013-06-01,2013-06-30,6L2Z2C026A,44.82,77.99,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY  BRAKE,WD/JOBBER,RAYBESTOS,680026R
591,2013-11-01,2013-11-30,6L2Z2C026A,40.27,61.02,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY  BRAKE,WD/JOBBER,WAGNER,BD125759
592,2013-01-01,2013-01-31,6L3Z1102BB,256.19,317.82,BRAKE DRUM ASSEMBLIES,HUB ASY - WHEEL,WD/JOBBER,ACDELCO,18A1624
593,2013-07-01,2013-07-31,6L3Z1102BB,213.31,317.82,BRAKE DRUM ASSEMBLIES,HUB ASY - WHEEL,WD/JOBBER,ACDELCO,18A1624
594,2013-08-01,2013-08-31,6L3Z1102BB,213.31,317.82,BRAKE DRUM ASSEMBLIES,HUB ASY - WHEEL,WD/JOBBER,ACDELCO,18A1624
595,2013-08-01,2013-08-31,6L3Z1102BB,51.88,76.76,BRAKE DRUM ASSEMBLIES,,WD/JOBBER,BENDIX,PRT5544
596,2013-09-01,2013-09-30,6L3Z1102BB,107.99,172.78,BRAKE DRUM ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,54108
597,2013-05-01,2013-05-31,6L3Z1102BB,197.64,299.46,BRAKE DRUM ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,RAYBESTOS,680179R
598,2013-06-01,2013-06-30,6L3Z1102BB,286.60,434.25,BRAKE DRUM ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,RAYBESTOS,680179
599,2013-11-01,2013-11-30,6L3Z1102BB,258.25,391.29,BRAKE DRUM ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,WAGNER,BD126115
600,2013-09-01,2013-09-30,6L3Z1104A,197.99,316.78,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,515029
601,2013-03-01,2013-03-31,6L3Z1104A,332.12,638.70,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,515029
602,2013-09-01,2013-09-30,6L3Z1104DA,178.99,286.38,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,DL515079
603,2013-05-01,2013-05-31,6L3Z1104DA,342.47,447.85,HUB ASSEMBLIES,HUB ASY - WHEEL,WD/JOBBER,SKF,BR930460
604,2013-06-01,2013-06-30,6L3Z1104DA,339.84,447.85,HUB ASSEMBLIES,HUB ASY - WHEEL,WD/JOBBER,SKF,BR930460
605,2013-03-01,2013-03-31,6L3Z1104DA,340.91,655.60,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,SP550207
606,2013-09-01,2013-09-30,6L5Z1104B,162.99,260.78,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,SP450202
607,2013-03-01,2013-03-31,6L5Z1104B,289.47,556.68,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,SP450202
608,2013-08-01,2013-08-31,6L5Z1126A,43.39,64.21,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,BENDIX,PDR0810
609,2013-10-01,2013-10-31,6L5Z1126A,28.99,46.38,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,AUTOZONE,DURALAST,8989
610,2013-05-01,2013-05-31,6L5Z1126A,65.13,98.68,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,RAYBESTOS,9498R
611,2013-06-01,2013-06-30,6L5Z1126A,51.71,89.99,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,RAYBESTOS,9498R
612,2013-11-01,2013-11-30,6L5Z1126A,50.80,76.97,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,WAGNER,BD125134
613,2013-01-01,2013-01-31,6L5Z1126A,40.81,50.62,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18B259
614,2013-07-01,2013-07-31,6L5Z1126A,33.98,50.62,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18B259
615,2013-08-01,2013-08-31,6L5Z1126A,33.98,50.62,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18B259
616,2013-09-01,2013-09-30,6L8Z1104A,64.99,103.98,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,DL518515
617,2013-09-01,2013-09-30,6L8Z1109AA,27.99,44.78,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,DL510029
618,2013-09-01,2013-09-30,6L8Z1109BA,27.99,44.78,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,DL510029
619,2013-09-01,2013-09-30,6U9Z2C026A,139.99,223.98,BRAKE DRUM ASSEMBLIES,ROTOR ASY - BRAKE,AUTOZONE,DURALAST,54119
620,2013-05-01,2013-05-31,6U9Z2C026A,193.54,293.25,BRAKE DRUM ASSEMBLIES,ROTOR ASY  BRAKE,WD/JOBBER,RAYBESTOS,680191R
621,2013-06-01,2013-06-30,6U9Z2C026A,262.68,398.01,BRAKE DRUM ASSEMBLIES,ROTOR ASY  BRAKE,WD/JOBBER,RAYBESTOS,680191
622,2013-08-01,2013-08-31,6U9Z2C026A,66.35,100.53,BRAKE DRUM ASSEMBLIES,ROTOR ASY  BRAKE,WD/JOBBER,WAGNER,BD125660
623,2013-09-01,2013-09-30,6W1Z1104A,83.99,134.38,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,DL513230
624,2013-03-01,2013-03-31,6W1Z1104A,250.42,481.58,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,513230
625,2013-09-01,2013-09-30,6W4Z1109AA,39.99,63.98,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,511032
626,2013-07-01,2013-07-31,7C3Z1102A,234.00,389.96,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,NAPA,NAPA,880640
627,2013-05-01,2013-05-31,7C3Z1102A,232.90,352.88,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY  WHEEL,WD/JOBBER,RAYBESTOS,680640R
628,2013-06-01,2013-06-30,7C3Z1102A,376.50,570.45,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY  WHEEL,WD/JOBBER,RAYBESTOS,680640
629,2013-08-01,2013-08-31,7C3Z1102A,287.07,434.96,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY  WHEEL,WD/JOBBER,WAGNER,BD126464
630,2013-01-01,2013-01-31,7C3Z1102A,332.56,412.58,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,WD/JOBBER,ACDELCO,18A2615
631,2013-07-01,2013-07-31,7C3Z1102A,276.90,412.58,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,WD/JOBBER,ACDELCO,18A2615
632,2013-08-01,2013-08-31,7C3Z1102A,276.90,412.58,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,WD/JOBBER,ACDELCO,18A2615
633,2013-01-01,2013-01-31,7C3Z1102B,333.51,413.74,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,WD/JOBBER,ACDELCO,18A2614
634,2013-05-01,2013-05-31,7C3Z1102B,333.51,413.74,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,WD/JOBBER,ACDELCO,18A2614
635,2013-05-01,2013-05-31,7C3Z1102B,221.11,327.15,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,WD/JOBBER,BENDIX,PRT5813
636,2013-05-01,2013-05-31,7C3Z1102B,159.99,255.98,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,WD/JOBBER,DURALAST,42258
637,2013-05-01,2013-05-31,7C3Z1102B,324.00,539.95,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY - WHEEL,WD/JOBBER,NAPA,880639
638,2013-05-01,2013-05-31,7C3Z1102B,230.72,350.99,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY   WHEEL,WD/JOBBER,RAYBESTOS,680639
639,2013-05-01,2013-05-31,7C3Z1102B,533.67,808.59,OE MOTORCRAFT ROTOR AND DRUM,HUB ASY   WHEEL,WD/JOBBER,WAGNER,BD126469
640,2013-01-01,2013-01-31,7C3Z1102D,332.56,412.58,BRAKE DRUM ASSEMBLIES,HUB AND BEARING ASY - WHEEL,WD/JOBBER,ACDELCO,18A2615
641,2013-07-01,2013-07-31,7C3Z1102D,276.90,412.58,BRAKE DRUM ASSEMBLIES,HUB AND BEARING ASY - WHEEL,WD/JOBBER,ACDELCO,18A2615
642,2013-08-01,2013-08-31,7C3Z1102D,276.90,412.58,BRAKE DRUM ASSEMBLIES,HUB AND BEARING ASY - WHEEL,WD/JOBBER,ACDELCO,18A2615
643,2013-08-01,2013-08-31,7C3Z1102D,80.58,119.22,BRAKE DRUM ASSEMBLIES,HUB AND BEARING ASY - WHEEL,WD/JOBBER,BENDIX,PRT5615
644,2013-09-01,2013-09-30,7C3Z1102D,88.99,142.38,BRAKE DRUM ASSEMBLIES,HUB AND BEARING ASY - WHEEL,AUTOZONE,DURALAST,42259
645,2013-05-01,2013-05-31,7C3Z1102D,136.92,207.46,BRAKE DRUM ASSEMBLIES,HUB AND BEARING ASY  WHEEL,WD/JOBBER,RAYBESTOS,680280R
646,2013-06-01,2013-06-30,7C3Z1102D,111.31,188.99,BRAKE DRUM ASSEMBLIES,HUB AND BEARING ASY  WHEEL,WD/JOBBER,RAYBESTOS NCP,680280R
647,2013-11-01,2013-11-30,7C3Z1102D,411.59,623.63,BRAKE DRUM ASSEMBLIES,HUB AND BEARING ASY  WHEEL,WD/JOBBER,WAGNER,515115
648,2013-03-01,2013-03-31,7C3Z1104B,874.87,1682.45,HUB ASSEMBLIES,HUB AND BEARING ASY  WHEEL,WD/JOBBER,TIMKEN,SP940200
649,2013-09-01,2013-09-30,7C3Z1104B,395.99,633.58,HUB ASSEMBLIES,HUB AND BEARING ASY - WHEEL,AUTOZONE,DURALAST,DL515081
650,2013-09-01,2013-09-30,7C3Z1104C,599.99,959.98,HUB ASSEMBLIES,HUB AND BEARING ASY - WHEEL,AUTOZONE,DURALAST,SP940201
651,2013-03-01,2013-03-31,7C3Z1104C,747.84,1438.15,HUB ASSEMBLIES,HUB AND BEARING ASY  WHEEL,WD/JOBBER,TIMKEN,SP940201
652,2013-09-01,2013-09-30,7C3Z1104D,339.99,543.98,HUB ASSEMBLIES,HUB AND BEARING ASY - WHEEL,AUTOZONE,DURALAST,SP940203
653,2013-03-01,2013-03-31,7C3Z1104D,730.08,1404.00,HUB ASSEMBLIES,HUB AND BEARING ASY  WHEEL,WD/JOBBER,TIMKEN,SP940203
654,2013-05-01,2013-05-31,7C3Z1104E,642.28,839.90,HUB ASSEMBLIES,HUB AND BEARING ASY - WHEEL,WD/JOBBER,SKF,BR930639
655,2013-06-01,2013-06-30,7C3Z1104E,637.34,839.90,HUB ASSEMBLIES,HUB AND BEARING ASY - WHEEL,WD/JOBBER,SKF,BR930639
656,2013-03-01,2013-03-31,7C3Z1104E,755.33,1452.55,HUB ASSEMBLIES,HUB AND BEARING ASY  WHEEL,WD/JOBBER,TIMKEN,SP940202
657,2013-09-01,2013-09-30,7C3Z1104E,402.99,644.78,HUB ASSEMBLIES,HUB AND BEARING ASY - WHEEL,AUTOZONE,DURALAST,DL515083
658,2013-09-01,2013-09-30,7F9Z1104B,61.99,99.18,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,DL512299
659,2013-03-01,2013-03-31,7F9Z1104B,200.75,386.05,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,512299
660,2013-09-01,2013-09-30,7L1Z1104AA,189.99,303.98,HUB ASSEMBLIES,BEARING ASY - WHEEL HUB,AUTOZONE,DURALAST,SP550210
661,2013-03-01,2013-03-31,7L1Z1104AA,376.29,723.63,HUB ASSEMBLIES,BEARING ASY  WHEEL HUB,WD/JOBBER,TIMKEN,SP550210
662,2013-03-01,2013-03-31,7L1Z1104BA,315.63,606.98,HUB ASSEMBLIES,BEARING ASY  WHEEL HUB,WD/JOBBER,TIMKEN,SP550211
663,2013-09-01,2013-09-30,7L1Z1104BA,171.99,275.18,HUB ASSEMBLIES,BEARING ASY - WHEEL HUB,AUTOZONE,DURALAST,SP550211
664,2013-09-01,2013-09-30,7L1Z1109AA,171.99,275.18,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,SP550209
665,2013-03-01,2013-03-31,7L1Z1109AA,456.98,878.80,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,SP550209
666,2013-01-01,2013-01-31,7L1Z1125A,107.65,133.54,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,ACDELCO,18A2461
667,2013-07-01,2013-07-31,7L1Z1125A,89.63,133.54,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,ACDELCO,18A2461
668,2013-08-01,2013-08-31,7L1Z1125A,89.63,133.54,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,ACDELCO,18A2461
669,2013-08-01,2013-08-31,7L1Z1125A,48.65,71.98,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,BENDIX,PRT5734
670,2013-09-01,2013-09-30,7L1Z1125A,73.99,118.38,BRAKE DRUM ASSEMBLIES,ROTOR ASY,AUTOZONE,DURALAST,42251
671,2013-05-01,2013-05-31,7L1Z1125A,102.96,156.00,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,RAYBESTOS,680508R
672,2013-06-01,2013-06-30,7L1Z1125A,81.76,141.99,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,RAYBESTOS,680508R
673,2013-11-01,2013-11-30,7L1Z1125A,136.49,206.80,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,WAGNER,BD126433
674,2013-01-01,2013-01-31,7L1Z2C026A,82.95,102.92,BRAKE DRUM ASSEMBLIES,ROTOR ASY - BRAKE,WD/JOBBER,ACDELCO,18A2460
675,2013-07-01,2013-07-31,7L1Z2C026A,69.07,102.92,BRAKE DRUM ASSEMBLIES,ROTOR ASY - BRAKE,WD/JOBBER,ACDELCO,18A2460
676,2013-08-01,2013-08-31,7L1Z2C026A,69.07,102.92,BRAKE DRUM ASSEMBLIES,ROTOR ASY - BRAKE,WD/JOBBER,ACDELCO,18A2460
677,2013-09-01,2013-09-30,7L1Z2C026A,47.30,89.99,BRAKE DRUM ASSEMBLIES,ROTOR ASY - BRAKE,WD/JOBBER,BENDIX,PRT5699
678,2013-09-01,2013-09-30,7L1Z2C026A,64.99,103.98,BRAKE DRUM ASSEMBLIES,ROTOR ASY - BRAKE,AUTOZONE,DURALAST,42252
679,2013-05-01,2013-05-31,7L1Z2C026A,83.98,127.24,BRAKE DRUM ASSEMBLIES,ROTOR ASY  BRAKE,WD/JOBBER,RAYBESTOS,680507R
680,2013-06-01,2013-06-30,7L1Z2C026A,97.65,147.95,BRAKE DRUM ASSEMBLIES,ROTOR ASY  BRAKE,WD/JOBBER,RAYBESTOS,680507
681,2013-11-01,2013-11-30,7L1Z2C026A,97.70,148.03,BRAKE DRUM ASSEMBLIES,ROTOR ASY  BRAKE,WD/JOBBER,WAGNER,BD126431
682,2013-09-01,2013-09-30,7L2Z1104A,205.99,329.58,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,DL515078
683,2013-03-01,2013-03-31,7L2Z1104A,423.14,813.73,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,HA590156
684,2013-09-01,2013-09-30,7L3Z1104A,267.99,428.78,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,SP550207
685,2013-03-01,2013-03-31,7L3Z1104A,340.91,655.60,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,SP550207
686,2013-09-01,2013-09-30,7L3Z1104B,252.99,404.78,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,SP550208
687,2013-03-01,2013-03-31,7L3Z1104B,367.59,706.90,HUB ASSEMBLIES,HUB ASY  WHEEL,WD/JOBBER,TIMKEN,SP550208
688,2013-01-01,2013-01-31,7L8Z1126A,38.67,47.98,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18B531
689,2013-07-01,2013-07-31,7L8Z1126A,32.20,47.98,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18B531
690,2013-08-01,2013-08-31,7L8Z1126A,32.20,47.98,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,ACDELCO,18B531
691,2013-06-01,2013-06-30,7L8Z1126A,33.26,51.18,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,BENDIX,PDR0743
692,2013-09-01,2013-09-30,7L8Z1126A,39.99,63.98,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,AUTOZONE,DURALAST,80098
693,2013-05-01,2013-05-31,7L8Z1126A,57.05,86.44,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,RAYBESTOS,9711R
694,2013-06-01,2013-06-30,7L8Z1126A,45.29,78.99,OE MOTORCRAFT ROTOR AND DRUM,DRUM - BRAKE,WD/JOBBER,RAYBESTOS,9711R
695,2013-07-01,2013-07-31,7R3Z1125A,64.99,108.31,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,NAPA,NAPA,880497
696,2013-05-01,2013-05-31,7R3Z1125A,73.01,110.62,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,RAYBESTOS,680313R
697,2013-06-01,2013-06-30,7R3Z1125A,57.97,100.99,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,RAYBESTOS,680313R
698,2013-11-01,2013-11-30,7R3Z1125A,174.22,263.97,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,WAGNER,BD126463
699,2013-09-01,2013-09-30,7S4Z1104A,29.99,47.98,HUB ASSEMBLIES,HUB ASY - WHEEL,AUTOZONE,DURALAST,DL510056
700,2013-09-01,2013-09-30,7S4Z1104A,76.63,116.10,HUB ASSEMBLIES,HUB ASY - WHEEL,WD/JOBBER,MOOG,518510
701,2013-01-01,2013-01-31,7S4Z1125A,74.16,92.00,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,ACDELCO,18A2364
702,2013-07-01,2013-07-31,7S4Z1125A,61.75,92.00,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,ACDELCO,18A2364
703,2013-08-01,2013-08-31,7S4Z1125A,61.75,92.00,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,ACDELCO,18A2364
704,2013-09-01,2013-09-30,7S4Z1125A,33.90,64.99,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,BENDIX,PRT5652
705,2013-09-01,2013-09-30,7S4Z1125A,46.99,75.18,BRAKE DRUM ASSEMBLIES,ROTOR ASY,AUTOZONE,DURALAST,42135
706,2013-07-01,2013-07-31,7S4Z1125A,46.99,78.31,BRAKE DRUM ASSEMBLIES,ROTOR ASY,NAPA,NAPA,48880319
707,2013-05-01,2013-05-31,7S4Z1125A,69.87,105.86,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,RAYBESTOS,680319R
708,2013-06-01,2013-06-30,7S4Z1125A,55.47,96.99,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,RAYBESTOS,680319R
709,2013-11-01,2013-11-30,7S4Z1125A,47.79,72.41,BRAKE DRUM ASSEMBLIES,ROTOR ASY,WD/JOBBER,WAGNER,BD126184
710,2013-08-01,2013-08-31,7S6Z1125A,37.79,55.91,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,BENDIX,PRT5652
711,2013-05-01,2013-05-31,7S6Z1125A,72.23,109.44,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,RAYBESTOS,680130R
712,2013-06-01,2013-06-30,7S6Z1125A,57.35,99.99,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,RAYBESTOS,680130R
713,2013-11-01,2013-11-30,7S6Z1125A,47.79,72.41,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,WAGNER,BD126184
714,2013-01-01,2013-01-31,7S6Z1125B,57.83,71.74,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,ACDELCO,18A967
715,2013-07-01,2013-07-31,7S6Z1125B,48.15,71.74,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,ACDELCO,18A967
716,2013-08-01,2013-08-31,7S6Z1125B,48.15,71.74,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,ACDELCO,18A967
717,2013-08-01,2013-08-31,7S6Z1125B,22.27,32.94,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,BENDIX,PRT5273
718,2013-05-01,2013-05-31,7S6Z1125B,69.87,105.86,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,RAYBESTOS,680319R
719,2013-06-01,2013-06-30,7S6Z1125B,55.47,96.99,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,RAYBESTOS,680319R
720,2013-11-01,2013-11-30,7S6Z1125B,37.27,56.47,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY,WD/JOBBER,WAGNER,BD125703
721,2013-08-01,2013-08-31,7S6Z2C026A,22.52,33.32,OE MOTORCRAFT ROTOR AND DRUM,ROTOR ASY - BRAKE,WD/JOBBER,BENDIX,PRT5312
