from_date,part_number,dealer_price,list_price
2/1/2013,8C2Z2C026A,77.42,129.04
2/1/2013,8C2Z2C026B,80.29,133.82
2/1/2013,8C2Z2C026C,94.32,157.21
2/1/2013,8F9Z1104A,141.95,236.59
2/1/2013,8F9Z1104B,143.71,239.51
2/1/2013,8F9Z1104C,136.54,227.57
2/1/2013,8G1Z1125A,0.00,0.00
2/1/2013,8G1Z1125B,44.98,74.97
2/1/2013,8G1Z2C026A,0.00,0.00
2/1/2013,8G1Z2C026B,0.00,0.00
2/1/2013,8L3Z1102A,174.59,290.99
2/1/2013,8L3Z1102B,150.92,251.53
2/1/2013,8L8Z1104A,104.15,173.58
2/1/2013,8L8Z1126BD,49.68,82.80
2/1/2013,8S4Z1113B,66.48,110.81
2/1/2013,8T1Z1126B,0.00,0.00
2/1/2013,8U9Z1125A,0.00,0.00
2/1/2013,8U9Z2C026A,0.00,0.00
2/1/2013,9C3Z2C026A,61.82,103.03
2/1/2013,9E5Z1125A,0.00,0.00
2/1/2013,9E5Z1125B,0.00,0.00
2/1/2013,9E5Z1125C,53.76,89.61
2/1/2013,9E5Z2C026A,0.00,0.00
2/1/2013,9E5Z2C026B,38.55,64.26
2/1/2013,9L3Z1104A,342.92,571.52
2/1/2013,9L3Z1104B,0.00,0.00
2/1/2013,9L3Z1104C,344.49,574.16
2/1/2013,9L3Z1125C,61.49,102.49
2/1/2013,9L3Z1125D,0.00,0.00
2/1/2013,9L3Z2C026A,56.15,93.58
2/1/2013,9L3Z2C026B,56.40,94.00
2/1/2013,9S4Z1113A,68.92,114.86
2/1/2013,9S4Z1125A,0.00,0.00
2/1/2013,9T4Z1104A,192.79,321.32
2/1/2013,9T4Z2C026A,49.98,83.30
2/1/2013,AC3Z1104B,442.82,738.03
2/1/2013,AC3Z1104C,365.96,609.93
2/1/2013,AC3Z1104D,436.75,727.92
2/1/2013,AC3Z1104E,0.00,0.00
2/1/2013,AC3Z1104F,429.54,715.90
2/1/2013,AE8Z1125A,37.68,62.80
2/1/2013,AE8Z1125B,0.00,0.00
2/1/2013,AG1Z1125A,0.00,0.00
2/1/2013,AG1Z2C026A,47.37,78.95
2/1/2013,AL1Z2C026AA,0.00,0.00
2/1/2013,AL1Z2C026B,0.00,0.00
2/1/2013,AL3Z1104A,222.35,370.59
2/1/2013,AL3Z1125A,0.00,0.00
2/1/2013,AL3Z1125B,0.00,0.00
2/1/2013,AL5Z1102A,75.84,126.40
2/1/2013,AL5Z1104A,397.55,662.57
2/1/2013,AL5Z2C026A,67.56,112.61
2/1/2013,AL8Z1125A,46.13,76.88
2/1/2013,AS4Z1125A,40.88,68.13
2/1/2013,AT1Z1126A,64.80,108.01
2/1/2013,AV6Z2C026A,0.00,0.00
2/1/2013,AY1Z1125A,0.00,0.00
2/1/2013,B1BZ1104A,0.00,0.00
2/1/2013,B1BZ1104B,0.00,0.00
2/1/2013,BB5Z1104A,83.84,139.72
2/1/2013,BC2Z1102A,132.80,221.33
2/1/2013,BC2Z1102B,114.41,190.69
2/1/2013,BC3Z1104A,569.29,948.83
2/1/2013,BC3Z1104B,0.00,0.00
2/1/2013,BC3Z1104C,373.46,622.44
2/1/2013,BC3Z1104D,0.00,0.00
2/1/2013,BC3Z1104E,366.23,610.38
2/1/2013,BC3Z1109A,118.32,197.20
2/1/2013,BC3Z1109B,121.11,201.86
2/1/2013,BC3Z1109C,90.00,150.00
2/1/2013,BC3Z2C026A,76.44,127.41
2/1/2013,BE8Z1104A,33.68,56.14
2/1/2013,BE8Z1109A,87.84,146.40
2/1/2013,BE8Z1126A,0.00,0.00
2/1/2013,BE8Z1126B,25.32,42.20
2/1/2013,BL1Z1104A,0.00,0.00
2/1/2013,BL3Z1104A,0.00,0.00
2/1/2013,BL3Z1104B,0.00,0.00
2/1/2013,BL3Z1104C,0.00,0.00
2/1/2013,BL3Z1104D,0.00,0.00
2/1/2013,BL3Z2C026A,66.71,111.18
2/1/2013,BL3Z2C026B,59.98,99.97
2/1/2013,BR3Z1125A,0.00,0.00
2/1/2013,BT4Z1104A,38.03,63.39
2/1/2013,BT4Z1104B,151.38,252.29
2/1/2013,BT4Z2C026A,0.00,0.00
2/1/2013,BT4Z2C026B,47.29,78.82
2/1/2013,BV6Z1104B,0.00,0.00
2/1/2013,BV6Z1109C,0.00,0.00
2/1/2013,BV6Z1125A,37.86,63.11
2/1/2013,BV6Z1126A,39.98,66.63
2/1/2013,BV6Z2C026A,39.98,66.63
2/1/2013,C1BZ1126A,0.00,0.00
2/1/2013,C1BZ2C026A,0.00,0.00
2/1/2013,CB5Z1125A,75.69,126.15
2/1/2013,CC3Z1102A,120.95,201.58
2/1/2013,CC3Z1102B,157.44,262.40
2/1/2013,CL1Z1109A,0.00,0.00
2/1/2013,CL1Z2C026A,55.79,92.98
2/1/2013,CL3Z1104A,284.88,474.81
2/1/2013,CL3Z1104B,137.74,229.57
2/1/2013,CL3Z1104C,211.68,352.80
2/1/2013,CL3Z1104D,205.87,343.12
2/1/2013,CL3Z1104E,0.00,0.00
2/1/2013,CL3Z1104F,0.00,0.00
2/1/2013,CL3Z1104G,0.00,0.00
2/1/2013,CL3Z1104H,413.51,689.17
2/1/2013,CL3Z1125A,61.60,102.67
2/1/2013,CL3Z1125B,66.17,110.29
2/1/2013,CL3Z2C026A,59.98,99.97
2/1/2013,CL3Z2C026B,49.98,83.30
2/1/2013,CL3Z2C026C,67.39,112.33
2/1/2013,CL3Z2C026D,0.00,0.00
2/1/2013,CR3Z1125B,62.05,103.42
2/1/2013,CR3Z1125C,59.98,99.97
2/1/2013,CU9Z1102A,0.00,0.00
2/1/2013,CV6Z1104A,35.45,59.09
2/1/2013,CV6Z1104D,36.00,60.00
2/1/2013,CV6Z1104F,80.09,133.48
2/1/2013,CV6Z1104G,74.76,124.60
2/1/2013,CV6Z1104H,59.42,99.04
2/1/2013,CV6Z1109A,125.48,209.12
2/1/2013,CV6Z1109B,139.29,232.14
2/1/2013,CV6Z1109C,0.00,0.00
2/1/2013,CV6Z1125A,51.40,85.67
2/1/2013,CV6Z1125B,42.65,71.07
2/1/2013,CV6Z1126A,39.98,66.63
2/1/2013,CV6Z2C026A,37.54,62.57
2/1/2013,CV6Z2C026B,46.29,77.15
2/1/2013,DC3Z1102B,0.00,0.00
2/1/2013,DC3Z1102C,0.00,0.00
2/1/2013,DC3Z1104A,0.00,0.00
2/1/2013,DC3Z1104B,0.00,0.00
2/1/2013,DC3Z1104C,0.00,0.00
2/1/2013,DC3Z1104D,0.00,0.00
2/1/2013,DC3Z1125A,99.98,166.63
2/1/2013,DC3Z2C026A,79.98,133.30
2/1/2013,DC3Z2C026B,79.98,133.30
2/1/2013,DCPZ1104A,45.47,75.78
2/1/2013,DE9Z1104A,0.00,0.00
2/1/2013,DE9Z1104B,206.90,344.82
2/1/2013,DE9Z1104C,0.00,0.00
2/1/2013,DE9Z2C026A,128.00,213.33
2/1/2013,DG1Z1125B,0.00,0.00
2/1/2013,DG1Z1125C,51.81,86.35
2/1/2013,DG1Z2C026A,40.28,67.13
2/1/2013,DG9Z1104A,64.64,107.74
2/1/2013,DG9Z1104B,67.58,112.63
2/1/2013,DG9Z1104C,0.00,0.00
2/1/2013,DG9Z1104D,0.00,0.00
2/1/2013,DG9Z1125A,49.98,83.30
2/1/2013,DG9Z1125B,49.98,83.30
2/1/2013,DG9Z2C026A,54.98,91.63
2/1/2013,DG9Z2C026B,49.98,83.30
2/1/2013,DL1Z1104A,183.80,306.34
2/1/2013,DR3Z1125A,103.06,171.77
2/1/2013,DR3Z1125B,0.00,0.00
2/1/2013,DR3Z1125C,51.49,85.82
2/1/2013,DR3Z2C026A,71.93,119.89
2/1/2013,E9HZ1126A,0.00,0.00
2/1/2013,F1CZ1104A,49.44,82.40
2/1/2013,F1CZ1104B,80.00,133.33
2/1/2013,F2HZ1125B,0.00,0.00
2/1/2013,F3SZ1109A,85.00,141.67
2/1/2013,F4HZ1109D,0.00,0.00
2/1/2013,F4HZ1125A,150.00,250.00
2/1/2013,F4HZ1125C,165.00,275.00
2/1/2013,F4TZ1109A,220.00,366.67
2/1/2013,F4UZ1102B,0.00,0.00
2/1/2013,F4ZZ2C026B,76.35,127.25
2/1/2013,F58Z1126B,59.98,99.97
2/1/2013,F5RZ1104A,69.00,115.00
2/1/2013,F5RZ1104B,0.00,0.00
2/1/2013,F5TZ2C026A,29.98,49.97
2/1/2013,F67Z1125BA,44.98,74.97
2/1/2013,F68Z1104AA,70.00,116.67
2/1/2013,F6SZ1104BA,70.36,117.27
2/1/2013,F6UZ2C026AA,91.32,152.21
2/1/2013,F78Z1104AA,69.68,116.13
2/1/2013,F7AZ1104AC,64.22,107.03
2/1/2013,F81Z1102BA,109.98,183.30
2/1/2013,F81Z1102DB,173.54,289.23
2/1/2013,F81Z1104AD,244.25,407.08
2/1/2013,F81Z1104BH,297.58,495.97
2/1/2013,F81Z1104CH,0.00,0.00
2/1/2013,F81Z1104DG,303.59,505.98
2/1/2013,F81Z1104EC,0.00,0.00
2/1/2013,F81Z1109DA,165.42,275.70
2/1/2013,F81Z1109EB,211.82,353.03
2/1/2013,F81Z1125AA,0.00,0.00
2/1/2013,F81Z1125AB,0.00,0.00
2/1/2013,F81Z1125BA,115.21,192.02
2/1/2013,F81Z1125DA,75.16,125.27
2/1/2013,F81Z2C026AA,90.74,151.24
2/1/2013,F81Z2C026EA,79.98,133.30
2/1/2013,F87Z1104AB,0.00,0.00
2/1/2013,F87Z1104BB,0.00,0.00
2/1/2013,F87Z1104CA,163.26,272.10
2/1/2013,F87Z1126BA,34.98,58.30
2/1/2013,F8AZ1104AA,71.00,118.33
2/1/2013,F8UZ1102AB,105.92,176.53
2/1/2013,F8UZ1102CA,143.43,239.05
2/1/2013,F8VZ1125AA,65.32,108.87
2/1/2013,F8ZZ2C026AA,42.98,71.63
2/1/2013,XC2Z1126AA,67.48,112.47
2/1/2013,XC2Z2C026AA,81.55,135.92
2/1/2013,XC2Z2C026BB,86.71,144.52
2/1/2013,XF5Z1104AA,163.44,272.40
2/1/2013,XF5Z1125AA,44.98,74.97
2/1/2013,XF5Z1126AA,59.98,99.97
2/1/2013,XL1Z1102AF,0.00,0.00
2/1/2013,XL1Z1104AE,260.00,433.33
2/1/2013,XL1Z1125AA,79.54,132.57
2/1/2013,XL3Z1102EC,59.98,99.97
2/1/2013,XL3Z1104AD,207.13,345.22
2/1/2013,XL3Z1104BC,170.54,284.23
2/1/2013,XL3Z1125BA,0.00,0.00
2/1/2013,XL3Z1125CB,45.36,75.60
2/1/2013,XL5Z1104A,277.97,463.28
2/1/2013,XL5Z1104B,223.20,372.00
2/1/2013,XR3Z1125BC,126.99,211.65
2/1/2013,XW4Z1109AA,0.00,0.00
2/1/2013,XW4Z1125AA,58.46,97.43
2/1/2013,XW4Z2C026AA,49.98,83.30
2/1/2013,YC2Z1109AA,0.00,0.00
2/1/2013,YC2Z1126AA,79.98,133.30
2/1/2013,YC3Z1102AA,490.87,818.12
2/1/2013,YC3Z1104C,0.00,0.00
2/1/2013,YC3Z1104D,313.44,522.41
2/1/2013,YC3Z1104EA,0.00,0.00
2/1/2013,YC3Z1109AA,403.09,671.82
2/1/2013,YC3Z1109CA,411.43,685.72
2/1/2013,YC3Z1125AA,165.00,275.00
2/1/2013,YC3Z1126AA,379.98,633.30
2/1/2013,YC3Z2C026AA,165.00,275.00
2/1/2013,YC3Z2C026BA,209.98,349.97
2/1/2013,YC3Z2C026BB,80.46,134.10
2/1/2013,YF1Z1104AC,0.00,0.00
2/1/2013,YF1Z1125AA,81.42,135.70
2/1/2013,YF1Z2C026AA,29.98,49.97
2/1/2013,YL1Z1102AA,0.00,0.00
2/1/2013,YL1Z1104AA,259.00,431.67
2/1/2013,YL1Z2C026AA,69.47,115.78
2/1/2013,YL3Z1102AA,55.48,92.46
2/1/2013,YL3Z1104BA,390.64,651.06
2/1/2013,YL3Z2C026AA,68.99,114.98
2/1/2013,YL5Z1104A,222.54,370.90
2/1/2013,YL5Z1104AA,0.00,0.00
2/1/2013,YL5Z1104B,199.62,332.70
2/1/2013,YL5Z1104BA,0.00,0.00
2/1/2013,YR3Z1109AA,191.38,318.97
2/1/2013,YS4Z1A034AA,75.00,125.00
2/1/2013,YW7Z2C026AA,44.98,74.97
3/1/2013,1C4Z2C026AA,0.00,0.00
3/1/2013,1F1Z1104DA,0.00,0.00
3/1/2013,1F1Z1126BA,34.98,58.30
3/1/2013,1F2Z1104AB,90.47,150.79
3/1/2013,1L2Z1109AA,150.41,250.69
3/1/2013,1L3Z1104BA,250.00,416.67
3/1/2013,1L5Z1126BA,59.98,99.97
3/1/2013,1R3Z1104B,80.85,134.75
3/1/2013,1R3Z1104BB,69.00,115.00
3/1/2013,1R8Z2C026AA,0.00,0.00
3/1/2013,1S4Z2C026BA,0.00,0.00
3/1/2013,2T1Z1125A,53.65,89.41
3/1/2013,2T1Z1126C,0.00,0.00
3/1/2013,3C2Z1104AA,270.00,450.00
3/1/2013,3C2Z1109AA,249.77,416.28
3/1/2013,3C3Z1102CA,199.15,331.92
3/1/2013,3C3Z1104A,270.34,450.56
3/1/2013,3C3Z1104B,224.86,374.77
3/1/2013,3C3Z1104BA,0.00,0.00
3/1/2013,3C3Z1104CA,290.54,484.24
3/1/2013,3C3Z1109AA,0.00,0.00
3/1/2013,3C3Z1109AB,121.57,202.62
3/1/2013,3C3Z1109BA,0.00,0.00
3/1/2013,3C3Z1109BB,0.00,0.00
3/1/2013,3C3Z1109DA,177.19,295.32
3/1/2013,3C5Z1104AA,135.49,225.82
3/1/2013,3F1Z1104AA,60.00,100.00
3/1/2013,3F1Z1104BA,68.21,113.68
3/1/2013,3F1Z1104CA,72.41,120.68
3/1/2013,3F1Z1104DA,58.32,97.20
3/1/2013,3F2Z1104AA,258.40,430.68
3/1/2013,3F2Z1104AB,280.98,468.31
3/1/2013,3F2Z2C026AA,49.98,83.30
3/1/2013,3L2Z1104AA,205.04,341.74
3/1/2013,3L2Z1104AB,0.00,0.00
3/1/2013,3L2Z1109AA,0.00,0.00
3/1/2013,3L2Z1125AA,67.92,113.20
3/1/2013,3L2Z2C026AA,59.98,99.97
3/1/2013,3L5Z1104AA,0.00,0.00
3/1/2013,3L5Z1125AA,52.04,86.74
3/1/2013,3W1Z1125AA,45.54,75.91
3/1/2013,3W1Z2C026AA,42.98,71.63
3/1/2013,3W1Z2C026BA,59.98,99.97
3/1/2013,3W7Z2C026AA,46.10,76.83
3/1/2013,4C2Z1102AA,158.17,263.62
3/1/2013,4C2Z2C026AA,107.14,178.57
3/1/2013,4C3Z1102BA,0.00,0.00
3/1/2013,4C3Z1109AA,0.00,0.00
3/1/2013,4C5Z1125AA,59.98,99.97
3/1/2013,4F1Z1125AA,0.00,0.00
3/1/2013,4F2Z1102AAA,0.00,0.00
3/1/2013,4G7Z1104AA,0.00,0.00
3/1/2013,4G7Z1125AA,144.38,240.63
3/1/2013,4G7Z2C026AA,127.79,212.98
3/1/2013,4L2Z1104AA,176.66,294.42
3/1/2013,4L2Z1125AA,51.98,86.63
3/1/2013,4L3Z1104AB,239.26,398.76
3/1/2013,4L3Z1104BB,204.37,340.62
3/1/2013,4L5Z1102BA,87.08,145.14
3/1/2013,4R3Z1104AA,103.56,172.61
3/1/2013,4R3Z1104AB,104.66,174.42
3/1/2013,4R3Z1104B,0.00,0.00
3/1/2013,4R3Z1125AA,67.22,112.03
3/1/2013,4R3Z1125BA,0.00,0.00
3/1/2013,5C3Z1102AB,141.45,235.74
3/1/2013,5C3Z1102GB,142.53,237.54
3/1/2013,5C3Z1104BAA,0.00,0.00
3/1/2013,5C3Z1109AA,0.00,0.00
3/1/2013,5C3Z1109B,352.30,587.17
3/1/2013,5C3Z1109CA,219.41,365.68
3/1/2013,5C3Z1109CC,132.97,221.61
3/1/2013,5C3Z1109DA,168.89,281.49
3/1/2013,5C3Z1125AB,74.97,124.95
3/1/2013,5C3Z1125CA,81.58,135.96
3/1/2013,5C3Z1125DA,81.73,136.22
3/1/2013,5C3Z2C026CA,111.66,186.10
3/1/2013,5C5Z2C026A,49.98,83.30
3/1/2013,5L2Z1102BA,126.90,211.50
3/1/2013,5L2Z2C026A,0.00,0.00
3/1/2013,5L3Z1125AA,76.71,127.85
3/1/2013,5L3Z1125BA,69.98,116.63
3/1/2013,5L3Z2C026AA,0.00,0.00
3/1/2013,5L8Z1125AA,0.00,0.00
3/1/2013,5L8Z1125BA,54.98,91.63
3/1/2013,5L8Z2C026BA,54.98,91.63
3/1/2013,5R3Z2C026AA,35.38,58.97
3/1/2013,5U9Z1102AA,404.61,674.35
3/1/2013,5W1Z1104B,144.67,241.12
3/1/2013,5W4Z1104BA,137.50,229.17
3/1/2013,6C2Z1109CA,183.19,305.32
3/1/2013,6C3Z1109X,347.78,579.63
3/1/2013,6C3Z2C026BA,0.00,0.00
3/1/2013,6E5Z1104AA,82.41,137.35
3/1/2013,6E5Z1104AB,54.71,91.19
3/1/2013,6E5Z1104BA,105.71,176.19
3/1/2013,6F2Z1109A,233.07,388.45
3/1/2013,6F2Z1109B,190.69,317.82
3/1/2013,6F2Z1125A,229.05,381.76
3/1/2013,6L1Z1104B,0.00,0.00
3/1/2013,6L1Z1104C,0.00,0.00
3/1/2013,6L1Z1104CA,239.36,398.94
3/1/2013,6L1Z1104D,0.00,0.00
3/1/2013,6L1Z1104DA,265.80,443.00
3/1/2013,6L1Z1104E,0.00,0.00
3/1/2013,6L1Z1109AA,209.93,349.87
3/1/2013,6L1Z1109D,0.00,0.00
3/1/2013,6L1Z1109F,0.00,0.00
3/1/2013,6L1Z1125A,54.98,91.63
3/1/2013,6L1Z2C026A,49.98,83.30
3/1/2013,6L2Z1109B,177.90,296.49
3/1/2013,6L2Z1125AA,56.54,94.23
3/1/2013,6L2Z2C026A,45.40,75.67
3/1/2013,6L3Z1104A,207.18,345.30
3/1/2013,6L5Z1104B,210.31,350.52
3/1/2013,6L5Z1126A,39.98,66.63
3/1/2013,6L8Z1109AA,38.49,64.15
3/1/2013,6L8Z1109BA,37.36,62.27
3/1/2013,6U9Z2C026A,119.00,198.33
3/1/2013,6U9Z2C026B,0.00,0.00
3/1/2013,7C3Z1102A,0.00,0.00
3/1/2013,7C3Z1102B,0.00,0.00
3/1/2013,7C3Z1104B,0.00,0.00
3/1/2013,7C3Z1104C,0.00,0.00
3/1/2013,7L1Z1104AA,0.00,0.00
3/1/2013,7L1Z1104BA,200.00,333.33
3/1/2013,7L1Z1104D,0.00,0.00
3/1/2013,7L1Z1104E,0.00,0.00
3/1/2013,7L1Z1109A,0.00,0.00
3/1/2013,7L1Z1109AA,231.45,385.76
3/1/2013,7L2Z1104A,301.11,501.85
3/1/2013,7L3Z1104A,229.76,382.93
3/1/2013,7L3Z1104B,184.00,306.67
3/1/2013,7L8Z1126A,69.98,116.63
3/1/2013,7R3Z1125A,115.85,193.08
3/1/2013,7S4Z1104A,67.81,113.03
3/1/2013,7S4Z1125A,0.00,0.00
3/1/2013,7S6Z1125A,59.98,99.97
3/1/2013,7S6Z1125B,40.19,66.98
3/1/2013,7S6Z2C026A,59.98,99.97
3/1/2013,7T1Z1104A,91.83,153.05
3/1/2013,7T1Z1104B,249.46,415.76
3/1/2013,7T1Z1104C,0.00,0.00
3/1/2013,7T1Z1104D,53.25,88.75
3/1/2013,7T4Z1104A,57.52,95.86
3/1/2013,7T4Z1104B,158.33,263.88
3/1/2013,7T4Z1104C,202.89,338.14
3/1/2013,7T4Z1125A,52.20,87.00
3/1/2013,7T4Z1125B,44.93,74.89
3/1/2013,7T4Z2C026A,41.96,69.92
3/1/2013,7W1Z1104A,165.10,275.16
3/1/2013,8A8Z1104B,0.00,0.00
3/1/2013,8A8Z1125A,0.00,0.00
3/1/2013,8C2Z1102A,0.00,0.00
3/1/2013,8C2Z1102C,0.00,0.00
3/1/2013,8C2Z1109A,135.01,225.02
3/1/2013,8C2Z1109B,135.68,226.14
3/1/2013,8C2Z1109C,142.85,238.08
3/1/2013,8C2Z2C026A,79.34,132.24
3/1/2013,8C2Z2C026B,81.45,135.75
3/1/2013,8C2Z2C026C,98.05,163.41
3/1/2013,8F9Z1104A,124.45,207.41
3/1/2013,8F9Z1104B,132.68,221.13
3/1/2013,8F9Z1104C,133.47,222.45
3/1/2013,8G1Z1125A,0.00,0.00
3/1/2013,8G1Z1125B,44.98,74.97
3/1/2013,8G1Z2C026A,0.00,0.00
3/1/2013,8G1Z2C026B,0.00,0.00
3/1/2013,8L3Z1102A,179.86,299.76
3/1/2013,8L3Z1102B,153.38,255.63
3/1/2013,8L8Z1104A,108.55,180.92
3/1/2013,8L8Z1126BD,49.12,81.86
3/1/2013,8S4Z1113B,67.44,112.40
3/1/2013,8T1Z1126B,0.00,0.00
3/1/2013,8U9Z1125A,0.00,0.00
3/1/2013,8U9Z2C026A,0.00,0.00
3/1/2013,9C3Z2C026A,62.67,104.45
3/1/2013,9E5Z1125A,0.00,0.00
3/1/2013,9E5Z1125B,0.00,0.00
3/1/2013,9E5Z1125C,48.91,81.52
3/1/2013,9E5Z2C026A,0.00,0.00
3/1/2013,9E5Z2C026B,36.98,61.64
3/1/2013,9L3Z1104A,382.00,636.66
3/1/2013,9L3Z1104B,207.50,345.83
3/1/2013,9L3Z1104C,0.00,0.00
3/1/2013,9L3Z1125C,60.15,100.25
3/1/2013,9L3Z1125D,69.98,116.63
3/1/2013,9L3Z2C026A,56.11,93.51
3/1/2013,9L3Z2C026B,52.98,88.30
3/1/2013,9S4Z1113A,69.54,115.89
3/1/2013,9S4Z1125A,0.00,0.00
3/1/2013,9T4Z1104A,218.69,364.48
3/1/2013,9T4Z2C026A,49.98,83.30
3/1/2013,AC3Z1104B,420.73,701.22
3/1/2013,AC3Z1104C,366.37,610.61
3/1/2013,AC3Z1104D,447.65,746.09
3/1/2013,AC3Z1104E,0.00,0.00
3/1/2013,AC3Z1104F,428.92,714.86
3/1/2013,AE8Z1125A,39.21,65.35
3/1/2013,AE8Z1125B,0.00,0.00
3/1/2013,AG1Z1125A,0.00,0.00
3/1/2013,AG1Z2C026A,47.78,79.63
3/1/2013,AL1Z2C026AA,0.00,0.00
3/1/2013,AL1Z2C026B,0.00,0.00
3/1/2013,AL3Z1104A,225.00,375.00
3/1/2013,AL3Z1125A,0.00,0.00
3/1/2013,AL3Z1125B,0.00,0.00
3/1/2013,AL5Z1102A,74.18,123.63
3/1/2013,AL5Z1104A,377.67,629.45
3/1/2013,AL5Z2C026A,63.98,106.63
3/1/2013,AL8Z1125A,47.61,79.35
3/1/2013,AS4Z1125A,40.83,68.04
3/1/2013,AT1Z1126A,62.29,103.82
3/1/2013,AV6Z2C026A,0.00,0.00
3/1/2013,AY1Z1125A,0.00,0.00
3/1/2013,B1BZ1104A,0.00,0.00
3/1/2013,B1BZ1104B,0.00,0.00
3/1/2013,BB5Z1104A,75.60,125.99
3/1/2013,BC2Z1102A,138.87,231.45
3/1/2013,BC2Z1102B,111.99,186.65
3/1/2013,BC3Z1104A,452.10,753.51
3/1/2013,BC3Z1104B,389.08,648.47
3/1/2013,BC3Z1104C,367.08,611.80
3/1/2013,BC3Z1104D,369.07,615.12
3/1/2013,BC3Z1104E,433.55,722.59
3/1/2013,BC3Z1109A,112.06,186.76
3/1/2013,BC3Z1109B,133.59,222.65
3/1/2013,BC3Z1109C,450.00,750.00
3/1/2013,BC3Z2C026A,76.13,126.88
3/1/2013,BE8Z1104A,31.44,52.40
3/1/2013,BE8Z1109A,72.22,120.37
3/1/2013,BE8Z1126A,0.00,0.00
3/1/2013,BE8Z1126B,29.37,48.95
3/1/2013,BL1Z1104A,0.00,0.00
3/1/2013,BL3Z1104A,0.00,0.00
3/1/2013,BL3Z1104B,0.00,0.00
3/1/2013,BL3Z1104C,0.00,0.00
3/1/2013,BL3Z1104D,0.00,0.00
3/1/2013,BL3Z2C026A,68.18,113.63
3/1/2013,BL3Z2C026B,64.59,107.66
3/1/2013,BR3Z1125A,0.00,0.00
3/1/2013,BT4Z1104A,39.63,66.06
3/1/2013,BT4Z1104B,133.89,223.14
3/1/2013,BT4Z2C026A,0.00,0.00
3/1/2013,BT4Z2C026B,46.47,77.44
3/1/2013,BV6Z1104B,0.00,0.00
3/1/2013,BV6Z1109C,0.00,0.00
3/1/2013,BV6Z1125A,36.17,60.28
3/1/2013,BV6Z1126A,39.98,66.63
3/1/2013,BV6Z2C026A,0.00,0.00
3/1/2013,C1BZ1126A,0.00,0.00
3/1/2013,C1BZ2C026A,0.00,0.00
3/1/2013,CB5Z1125A,69.36,115.60
3/1/2013,CC3Z1102A,120.55,200.92
3/1/2013,CC3Z1102B,159.16,265.28
3/1/2013,CL1Z1109A,0.00,0.00
3/1/2013,CL1Z2C026A,56.23,93.71
3/1/2013,CL3Z1104A,251.98,419.97
3/1/2013,CL3Z1104B,130.62,217.70
3/1/2013,CL3Z1104C,252.00,420.00
3/1/2013,CL3Z1104D,254.16,423.60
3/1/2013,CL3Z1104E,0.00,0.00
3/1/2013,CL3Z1104F,0.00,0.00
3/1/2013,CL3Z1104G,246.61,411.03
3/1/2013,CL3Z1104H,272.64,454.40
3/1/2013,CL3Z1125A,59.98,99.97
3/1/2013,CL3Z1125B,66.65,111.08
3/1/2013,CL3Z2C026A,59.98,99.97
3/1/2013,CL3Z2C026B,49.98,83.30
3/1/2013,CL3Z2C026C,68.35,113.92
3/1/2013,CL3Z2C026D,0.00,0.00
3/1/2013,CR3Z1125B,71.23,118.71
3/1/2013,CR3Z1125C,83.97,139.96
3/1/2013,CU9Z1102A,456.18,760.29
3/1/2013,CV6Z1104A,35.55,59.24
3/1/2013,CV6Z1104D,34.35,57.24
3/1/2013,CV6Z1104F,69.22,115.37
3/1/2013,CV6Z1104G,0.00,0.00
3/1/2013,CV6Z1104H,56.80,94.67
3/1/2013,CV6Z1109A,119.14,198.56
3/1/2013,CV6Z1109B,108.33,180.56
3/1/2013,CV6Z1109C,0.00,0.00
3/1/2013,CV6Z1125A,39.98,66.63
3/1/2013,CV6Z1125B,46.64,77.74
3/1/2013,CV6Z1126A,39.98,66.63
3/1/2013,CV6Z2C026A,37.96,63.26
3/1/2013,CV6Z2C026B,49.47,82.44
3/1/2013,DC3Z1102B,138.10,230.17
3/1/2013,DC3Z1102C,160.11,266.85
3/1/2013,DC3Z1104A,0.00,0.00
3/1/2013,DC3Z1104B,0.00,0.00
3/1/2013,DC3Z1104C,0.00,0.00
3/1/2013,DC3Z1104D,0.00,0.00
3/1/2013,DC3Z1125A,79.98,133.30
3/1/2013,DC3Z2C026A,91.41,152.34
3/1/2013,DC3Z2C026B,79.98,133.30
3/1/2013,DCPZ1104A,45.47,75.78
3/1/2013,DE9Z1104A,0.00,0.00
3/1/2013,DE9Z1104B,321.84,536.39
3/1/2013,DE9Z1104C,117.24,195.40
3/1/2013,DE9Z2C026A,128.00,213.33
3/1/2013,DG1Z1125B,0.00,0.00
3/1/2013,DG1Z1125C,52.51,87.53
3/1/2013,DG1Z2C026A,41.13,68.55
3/1/2013,DG9Z1104A,84.04,140.07
3/1/2013,DG9Z1104B,90.55,150.92
3/1/2013,DG9Z1104C,0.00,0.00
3/1/2013,DG9Z1104D,0.00,0.00
3/1/2013,DG9Z1125A,50.94,84.90
3/1/2013,DG9Z1125B,49.98,83.30
3/1/2013,DG9Z2C026A,54.52,90.87
3/1/2013,DG9Z2C026B,49.98,83.30
3/1/2013,DL1Z1104A,216.24,360.40
3/1/2013,DR3Z1125A,120.24,200.40
3/1/2013,DR3Z1125B,0.00,0.00
3/1/2013,DR3Z1125C,50.95,84.91
3/1/2013,DR3Z2C026A,74.08,123.47
3/1/2013,E9HZ1126A,0.00,0.00
3/1/2013,F1CZ1104A,49.44,82.40
