from_date,part_number,retail_revenue,retail_quantity,dealer_price,gross_quantity,gross_revenue
2013-04-01,3C3Z1109AB,"5,105.94",42,"5,105.94",42,"5,105.94"
2013-04-01,3C3Z1109BA,0,0,0,0,0
2013-04-01,3C3Z1109BB,0,0,0,0,0
2013-04-01,3C3Z1109DA,"2,303.47",13,"2,303.47",13,"2,303.47"
2013-04-01,3C5Z1104AA,"15,480.00",115,"15,609.00",121,"15,609.00"
2013-04-01,3F1Z1104AA,789,13,840,14,840
2013-04-01,3F1Z1104BA,"19,739.33",299,"20,119.00",310,"20,119.00"
2013-04-01,3F1Z1104CA,579.28,8,579.28,8,579.28
2013-04-01,3F1Z1104DA,233.28,4,233.28,4,233.28
2013-04-01,3F2Z1104AA,"8,674.30",37,"10,153.12",46,"10,153.12"
2013-04-01,3F2Z1104AB,"11,290.38",49,"12,397.28",56,"12,397.28"
2013-04-01,3F2Z2C026AA,"4,198.32",84,"4,198.32",84,"4,198.32"
2013-04-01,3L2Z1104AA,"28,861.92",139,"29,050.56",154,"29,050.56"
2013-04-01,3L2Z1104AB,0,0,0,0,0
2013-04-01,3L2Z1109AA,0,-1,0,0,0
2013-04-01,3L2Z1125AA,0,0,0,0,0
2013-04-01,3L2Z2C026AA,359.88,6,359.88,6,359.88
2013-04-01,3L5Z1104AA,0,0,0,0,0
2013-04-01,3L5Z1125AA,"9,206.29",185,"9,746.10",195,"9,746.10"
2013-04-01,3W1Z1125AA,"142,151.84","3,161.00","144,430.78","3,211.00","144,430.78"
2013-04-01,3W1Z2C026AA,"9,971.37",232,"10,143.28",236,"10,143.28"
2013-04-01,3W1Z2C026BA,"2,699.10",45,"2,699.10",45,"2,699.10"
2013-04-01,3W7Z2C026AA,"61,757.56","1,371.00","62,162.36","1,382.00","62,162.36"
2013-04-01,4C2Z1102AA,790.85,5,790.85,5,790.85
2013-04-01,4C2Z2C026AA,"1,071.40",10,"1,071.40",10,"1,071.40"
2013-04-01,4C3Z1102BA,"1,444.47",3,"1,444.47",3,"1,444.47"
2013-04-01,4C3Z1109AA,0,0,0,0,0
2013-04-01,4C5Z1125AA,479.84,8,479.84,8,479.84
2013-04-01,4F1Z1125AA,0,0,0,0,0
2013-04-01,4F2Z1102AAA,0,0,0,0,0
2013-04-01,4G7Z1104AA,0,0,0,0,0
2013-04-01,4G7Z1125AA,0,0,0,0,0
2013-04-01,4G7Z2C026AA,0,0,0,0,0
2013-04-01,4L2Z1104AA,"385,035.30","2,206.00","389,613.50","2,302.00","389,613.50"
2013-04-01,4L2Z1125AA,"21,683.46",417,"21,727.64",418,"21,727.64"
2013-04-01,4L3Z1104AB,"63,735.27",274,"64,408.54",287,"64,408.54"
2013-04-01,4L3Z1104BB,"1,021.85",5,"1,021.85",5,"1,021.85"
2013-04-01,4L5Z1102BA,"112,031.94","1,301.00","112,031.94","1,303.00","112,031.94"
2013-04-01,4R3Z1104AA,"11,112.39",122,"15,571.26",174,"15,571.26"
2013-04-01,4R3Z1104AB,"4,034.69",40,"4,128.52",44,"4,128.52"
2013-04-01,4R3Z1104B,0,0,0,0,0
2013-04-01,4R3Z1125AA,"1,478.84",22,"1,478.84",22,"1,478.84"
2013-04-01,4R3Z1125BA,0,0,0,0,0
2013-04-01,5C3Z1102AB,"4,247.72",33,"4,549.30",35,"4,549.30"
2013-04-01,5C3Z1102GB,"9,406.66",68,"9,798.60",70,"9,798.60"
2013-04-01,5C3Z1104BAA,0,0,0,0,0
2013-04-01,5C3Z1109AA,0,0,0,0,0
2013-04-01,5C3Z1109B,"1,056.90",3,"1,056.90",3,"1,056.90"
2013-04-01,5C3Z1109CA,"2,413.51",11,"2,413.51",11,"2,413.51"
2013-04-01,5C3Z1109CC,"4,068.78",33,"4,308.12",36,"4,308.12"
2013-04-01,5C3Z1109DA,"7,001.40",42,"7,001.40",42,"7,001.40"
2013-04-01,5C3Z1125AB,"110,981.40","1,577.30","114,767.21","1,640.00","114,767.20"
2013-04-01,5C3Z1125CA,"42,266.76",530,"43,109.22",539,"43,109.22"
2013-04-01,5C3Z1125DA,"12,228.68",149,"13,036.74",163,"13,036.74"
2013-04-01,5C3Z2C026CA,"127,158.28","1,182.00","133,139.34","1,233.00","133,139.34"
2013-04-01,5C5Z2C026A,"1,499.40",30,"1,499.40",30,"1,499.40"
2013-04-01,5L2Z1102BA,"2,639.52",24,"2,639.52",24,"2,639.52"
2013-04-01,5L2Z2C026A,0,0,0,0,0
2013-04-01,5L3Z1125AA,"25,718.14",343,"25,718.14",343,"25,718.14"
2013-04-01,5L3Z1125BA,699.8,8,699.8,10,699.8
2013-04-01,5L3Z2C026AA,0,0,0,0,0
2013-04-01,5L8Z1125AA,-59.98,-1,0,0,0
2013-04-01,5L8Z1125BA,"11,325.88",204,"11,325.88",206,"11,325.88"
2013-04-01,5L8Z2C026BA,"13,928.27",252,"14,019.90",255,"14,019.90"
2013-04-01,5R3Z2C026AA,"9,584.54",272,"10,039.26",287,"10,039.26"
2013-04-01,5U9Z1102AA,404.61,1,404.61,1,404.61
2013-04-01,5W1Z1104B,"30,377.48",212,"30,377.48",212,"30,377.48"
2013-04-01,5W4Z1104BA,"16,545.66",119,"16,989.12",136,"16,989.12"
2013-04-01,6C2Z1109CA,"1,099.14",6,"1,099.14",6,"1,099.14"
2013-04-01,6C3Z1109X,"14,258.98",41,"14,258.98",41,"14,258.98"
2013-04-01,6C3Z2C026BA,0,0,0,0,0
2013-04-01,6E5Z1104AA,"1,153.74",11,"1,153.74",14,"1,153.74"
2013-04-01,6E5Z1104AB,"29,449.00",585,"32,242.00",658,"32,242.00"
2013-04-01,6E5Z1104BA,"8,731.60",105,"10,879.70",130,"10,879.70"
2013-04-01,6F2Z1109A,"1,144.14",6,"1,144.14",6,"1,144.14"
2013-04-01,6F2Z1109B,"1,716.21",9,"1,716.21",9,"1,716.21"
2013-04-01,6F2Z1125A,"1,679.72",14,"2,639.56",22,"2,639.56"
2013-04-01,6L1Z1104B,"2,797.86",17,"2,797.86",17,"2,797.86"
2013-04-01,6L1Z1104C,0,0,0,0,0
2013-04-01,6L1Z1104CA,"24,525.45",107,"24,525.45",111,"24,525.45"
2013-04-01,6L1Z1104D,0,0,0,0,0
2013-04-01,6L1Z1104DA,"31,848.74",117,"32,613.12",128,"32,613.12"
2013-04-01,6L1Z1104E,0,0,0,0,0
2013-04-01,6L1Z1109AA,"11,768.78",38,"11,768.78",58,"11,768.78"
2013-04-01,6L1Z1109D,"74,670.88",368,"74,670.88",368,"74,670.88"
2013-04-01,6L1Z1109F,0,0,0,0,0
2013-04-01,6L1Z1125A,"23,641.40",430,"23,641.40",430,"23,641.40"
2013-04-01,6L1Z2C026A,"11,345.46",227,"11,345.46",227,"11,345.46"
2013-04-01,6L2Z1109B,"14,980.73",92,"15,568.22",106,"15,568.22"
2013-04-01,6L2Z1125AA,"43,874.04",787,"44,203.92",804,"44,203.92"
2013-04-01,6L2Z2C026A,"26,538.20",588,"26,673.14",593,"26,673.14"
2013-04-01,6L3Z1104A,"47,590.85",236,"47,760.00",240,"47,760.00"
2013-04-01,6L5Z1104B,"65,104.32",330.31,"68,560.20",369,"68,560.20"
2013-04-01,6L5Z1126A,"3,371.65",85,"3,438.28",86,"3,438.28"
2013-04-01,6L8Z1109AA,"3,762.77",102,"3,836.56",104,"3,836.56"
2013-04-01,6L8Z1109BA,"2,139.62",58,"2,139.62",58,"2,139.62"
2013-04-01,6U9Z2C026A,"3,570.00",30,"3,570.00",30,"3,570.00"
2013-04-01,6U9Z2C026B,0,0,0,0,0
2013-04-01,7C3Z1102A,0,0,0,0,0
2013-04-01,7C3Z1102B,0,0,0,0,0
2013-04-01,7C3Z1104B,0,0,0,0,0
2013-04-01,7C3Z1104C,0,0,0,0,0
2013-04-01,7L1Z1104AA,-212.24,-2,0,0,0
2013-04-01,7L1Z1104BA,-200,-3,0,0,0
2013-04-01,7L1Z1104D,0,-1,0,0,0
2013-04-01,7L1Z1104E,0,0,0,0,0
2013-04-01,7L1Z1109A,0,0,0,0,0
2013-04-01,7L1Z1109AA,"11,890.00",55,"12,300.00",60,"12,300.00"
2013-04-01,7L2Z1104A,"457,944.85","1,764.27","529,760.00","2,464.00","529,760.00"
2013-04-01,7L3Z1104A,"172,481.63",794,"178,459.89",903,"178,064.63"
2013-04-01,7L3Z1104B,"2,971.60",15,"3,128.00",17,"3,128.00"
2013-04-01,7L8Z1126A,"1,119.68",16,"1,119.68",16,"1,119.68"
2013-04-01,7R3Z1125A,"6,488.83",57,"6,928.74",63,"6,928.74"
2013-04-01,7S4Z1104A,"8,424.95",135,"9,275.20",160,"9,275.20"
2013-04-01,7S4Z1125A,0,0,0,0,0
2013-04-01,7S6Z1125A,"8,596.76",162,"9,716.76",162,"8,596.76"
2013-04-01,7S6Z1125B,"3,118.44",78,"3,118.44",78,"3,118.44"
2013-04-01,7S6Z2C026A,359.88,6,359.88,6,359.88
2013-04-01,7T1Z1104A,"8,327.60",100,"10,151.68",128,"10,151.68"
2013-04-01,7T1Z1104B,"13,725.00",59,"14,625.00",65,"14,625.00"
2013-04-01,7T1Z1104C,-153.14,-2,0,0,0
2013-04-01,7T1Z1104D,"4,065.56",82,"4,363.04",88,"4,363.04"
2013-04-01,7T4Z1104A,"7,800.00",144,"8,850.00",177,"8,850.00"
2013-04-01,7T4Z1104B,"30,319.25",236.52,"36,385.00",383,"36,385.00"
2013-04-01,7T4Z1104C,"46,876.67",379.16,"72,422.00",739,"72,422.00"
2013-04-01,7T4Z1125A,"38,618.44",854,"43,090.84",958,"43,090.84"
2013-04-01,7T4Z1125B,"4,383.96",100,"4,383.96",102,"4,383.96"
2013-04-01,7T4Z2C026A,"21,629.19",534,"21,949.02",549,"21,949.02"
2013-04-01,7W1Z1104A,"43,976.06",288,"46,760.88",314,"46,760.88"
2013-04-01,8A8Z1104B,0,0,0,0,0
2013-04-01,8A8Z1125A,0,0,0,0,0
2013-04-01,8C2Z1102A,0,0,0,0,0
2013-04-01,8C2Z1102C,0,0,0,0,0
2013-04-01,8C2Z1109A,540.04,4,540.04,4,540.04
2013-04-01,8C2Z1109B,0,0,0,0,0
2013-04-01,8C2Z1109C,"12,446.07",91,"12,582.84",92,"12,582.84"
2013-04-01,8C2Z2C026A,"12,647.82",179,"13,156.24",188,"13,156.24"
2013-04-01,8C2Z2C026B,"28,370.94",355,"28,632.84",358,"28,632.84"
2013-04-01,8C2Z2C026C,"67,591.05",755,"71,444.12",794,"71,444.12"
2013-04-01,8F9Z1104A,"8,094.35",67,"8,730.18",81,"8,730.18"
2013-04-01,8F9Z1104B,"13,939.75",110,"14,721.48",129,"14,721.48"
2013-04-01,8F9Z1104C,"20,789.07",164,"22,396.44",209,"22,396.44"
2013-04-01,8G1Z1125A,0,0,0,0,0
2013-04-01,8G1Z1125B,"11,753.28",261,"11,829.74",263,"11,829.74"
2013-04-01,8G1Z2C026A,0,0,0,0,0
2013-04-01,8G1Z2C026B,0,-1,0,0,0
2013-04-01,8L3Z1102A,"70,244.83",411,"75,036.00",444,"75,036.00"
2013-04-01,8L3Z1102B,"5,472.30",37,"5,472.30",37,"5,472.30"
2013-04-01,8L8Z1104A,"24,336.68",251,"27,752.96",293,"27,752.96"
2013-04-01,8L8Z1126BD,"3,958.25",88,"4,273.10",95,"4,273.10"
2013-04-01,8S4Z1113B,"55,538.69",836,"56,148.98",851,"56,148.98"
2013-04-01,8T1Z1126B,-59.98,-1,0,0,0
2013-04-01,8U9Z1104A,0,0,0,0,0
2013-04-01,8U9Z1125A,0,0,0,0,0
2013-04-01,8U9Z2C026A,0,0,0,0,0
2013-04-01,9C3Z2C026A,"141,413.33","2,351.42","143,892.02","2,399.00","143,892.02"
2013-04-01,9E5Z1125A,-145,-2,0,0,0
2013-04-01,9E5Z1125B,0,0,0,0,0
2013-04-01,9E5Z1125C,"126,641.27","2,797.94","129,317.50","2,875.00","129,317.50"
2013-04-01,9E5Z2C026A,0,0,0,0,0
2013-04-01,9E5Z2C026B,"117,910.71","3,327.04","120,960.84","3,458.00","120,960.84"
2013-04-01,9L3Z1104A,"77,679.23",387,"90,986.00",469,"90,986.00"
2013-04-01,9L3Z1104B,"-1,270.30",-22,"6,170.32",34,"6,170.32"
2013-04-01,9L3Z1104C,0,0,0,0,0
2013-04-01,9L3Z1125C,"19,745.42",322.5,"19,913.36",332,"19,913.36"
2013-04-01,9L3Z1125D,559.84,8,559.84,8,559.84
2013-04-01,9L3Z2C026A,"99,129.02","1,784.00","101,658.02","1,849.00","101,658.02"
2013-04-01,9L3Z2C026B,"3,602.64",68,"3,602.64",68,"3,602.64"
2013-04-01,9S4Z1113A,"11,329.48",172,"11,847.42",183,"11,847.42"
2013-04-01,9S4Z1125A,0,0,0,0,0
2013-04-01,9T4Z1104A,"8,857.52",77,"19,737.27",189,"19,737.27"
2013-04-01,9T4Z2C026A,299.88,6,299.88,6,299.88
2013-04-01,AC3Z1104B,"56,054.70",134,"58,711.68",144,"58,711.68"
2013-04-01,AC3Z1104C,"22,805.12",64,"23,517.78",66,"23,517.78"
2013-04-01,AC3Z1104D,"36,194.82",84,"36,615.69",87,"36,615.69"
2013-04-01,AC3Z1104E,0,0,0,0,0
2013-04-01,AC3Z1104F,"254,249.45",634,"267,096.97",702,"267,096.96"
2013-04-01,AE8Z1125A,"18,084.68",502,"18,539.40",530,"18,539.40"
2013-04-01,AE8Z1125B,0,0,0,0,0
2013-04-01,AG1Z1125A,0,0,0,0,0
2013-04-01,AG1Z2C026A,"209,625.89","4,539.56","217,748.18","4,841.00","217,748.18"
2013-04-01,AL1Z2C026AA,0,0,0,0,0
2013-04-01,AL1Z2C026B,-109.96,-2,0,0,0
2013-04-01,AL3Z1104A,-360,-2,180,1,180
2013-04-01,AL3Z1125A,0,0,0,0,0
2013-04-01,AL3Z1125B,-319.9,-4,0,0,0
2013-04-01,AL5Z1102A,"8,643.75",123,"9,473.55",137,"9,473.55"
2013-04-01,AL5Z1104A,"6,294.52",25,"10,071.20",40,"10,071.20"
2013-04-01,AL5Z2C026A,"7,977.34",133,"8,217.26",137,"8,217.26"
2013-04-01,AL8Z1125A,"68,389.93","1,515.00","71,293.30","1,585.00","71,293.30"
2013-04-01,AS4Z1125A,"68,245.88","1,686.10","68,805.58","1,721.00","68,805.58"
2013-04-01,AT1Z1126A,"14,995.00",246,"15,354.88",256,"15,354.88"
2013-04-01,AV6Z2C026A,0,0,0,0,0
2013-04-01,AY1Z1125A,0,0,0,0,0
2013-04-01,B1BZ1104A,0,0,0,0,0
2013-04-01,B1BZ1104B,0,0,0,0,0
2013-04-01,BB5Z1104A,"8,858.39",147,"13,675.88",229,"13,675.88"
2013-04-01,BC2Z1102A,"99,372.18",822.66,"110,501.58",921,"110,501.58"
2013-04-01,BC2Z1102B,"57,306.98",544,"61,784.67",593,"61,784.67"
2013-04-01,BC3Z1104A,"91,561.86",269.36,"123,916.13",377,"123,916.13"
2013-04-01,BC3Z1104B,"51,779.32",147,"58,426.62",167,"58,426.62"
2013-04-01,BC3Z1104C,"4,074.55",12.54,"5,285.92",16,"5,285.92"
2013-04-01,BC3Z1104D,"31,639.74",91,"33,703.18",98,"33,703.18"
2013-04-01,BC3Z1104E,"1,754.85",5,"2,456.79",7,"2,456.79"
2013-04-01,BC3Z1109A,"8,965.89",81,"8,965.89",81,"8,965.89"
2013-04-01,BC3Z1109B,"1,243.44",11,"1,356.48",12,"1,356.48"
2013-04-01,BC3Z1109C,270,3,450,5,450
2013-04-01,BC3Z2C026A,"33,129.45",437,"34,715.74",463,"34,715.74"
2013-04-01,BE8Z1104A,"1,736.49",58,"1,976.04",66,"1,976.04"
2013-04-01,BE8Z1109A,-468.46,-8,0,0,0
2013-04-01,BE8Z1126A,0,0,0,0,0
2013-04-01,BE8Z1126B,708.96,28,708.96,28,708.96
2013-04-01,BL1Z1104A,0,0,0,0,0
2013-04-01,BL3Z1104A,-192.32,-1,0,0,0
2013-04-01,BL3Z1104B,0,0,0,0,0
2013-04-01,BL3Z1104C,0,0,0,0,0
2013-04-01,BL3Z1104D,0,0,0,0,0
2013-04-01,BL3Z2C026A,"10,112.66",171,"11,336.22",189,"11,336.22"
2013-04-01,BL3Z2C026B,419.86,7,539.82,9,539.82
2013-04-01,BR3Z1125A,0,0,0,0,0
2013-04-01,BT4Z1104A,"1,985.08",59,"2,280.01",67,"2,280.01"
2013-04-01,BT4Z1104B,"59,725.32",770.81,"104,673.00","1,517.00","104,673.00"
2013-04-01,BT4Z2C026A,0,0,0,0,0
2013-04-01,BT4Z2C026B,"16,911.62",415,"19,270.36",482,"19,270.36"
2013-04-01,BV6Z1104B,0,0,0,0,0
2013-04-01,BV6Z1109C,0,0,0,0,0
2013-04-01,BV6Z1125A,"10,179.21",280.38,"10,738.86",307,"10,738.86"
2013-04-01,BV6Z1126A,439.78,11,439.78,11,439.78
2013-04-01,BV6Z2C026A,79.96,2,79.96,2,79.96
2013-04-01,C1BZ1126A,0,0,0,0,0
2013-04-01,C1BZ2C026A,0,0,0,0,0
2013-04-01,CB5Z1125A,"47,846.09",868.08,"57,281.96","1,102.00","57,281.96"
2013-04-01,CC3Z1102A,"24,394.94",212,"25,525.56",222,"25,525.56"
2013-04-01,CC3Z1102B,"20,589.37",132,"21,213.28",136,"21,213.28"
2013-04-01,CL1Z1109A,0,0,0,0,0
2013-04-01,CL1Z2C026A,"17,630.26",318,"18,033.44",328,"18,033.44"
2013-04-01,CL3Z1104A,"-1,337.44",-13,"16,581.28",124,"16,581.28"
2013-04-01,CL3Z1104B,"9,646.40",98,"14,784.00",154,"14,784.00"
2013-04-01,CL3Z1104C,0,0,0,0,0
2013-04-01,CL3Z1104D,"3,911.52",19,"5,146.75",25,"5,146.75"
2013-04-01,CL3Z1104E,0,0,0,0,0
2013-04-01,CL3Z1104F,0,0,0,0,0
2013-04-01,CL3Z1104G,"4,254.09",23,"5,363.84",29,"5,363.84"
2013-04-01,CL3Z1104H,"7,824.85",41,"8,588.25",45,"8,588.25"
2013-04-01,CL3Z1125A,"1,439.53",24,"1,619.46",27,"1,619.46"
2013-04-01,CL3Z1125B,"168,442.12","2,748.32","183,118.94","3,053.00","183,118.94"
2013-04-01,CL3Z2C026A,479.84,8,479.84,8,479.84
2013-04-01,CL3Z2C026B,399.84,8,399.84,8,399.84
2013-04-01,CL3Z2C026C,"6,097.99",103,"7,497.50",125,"7,497.50"
2013-04-01,CL3Z2C026D,0,0,0,0,0
2013-04-01,CR3Z1125B,"2,759.08",46,"2,759.08",46,"2,759.08"
2013-04-01,CR3Z1125C,419.87,7,659.78,11,659.78
2013-04-01,CU9Z1102A,-729.88,-2,0,0,0
2013-04-01,CV6Z1104A,"4,080.00",136,"4,500.00",150,"4,500.00"
2013-04-01,CV6Z1104D,"1,760.00",54,"2,079.00",63,"2,079.00"
2013-04-01,CV6Z1104F,"1,321.53",21,"1,447.39",23,"1,447.39"
2013-04-01,CV6Z1104G,448.56,6,448.56,6,448.56
2013-04-01,CV6Z1104H,869.04,18,"1,207.00",25,"1,207.00"
2013-04-01,CV6Z1109A,"7,595.74",113,"15,326.16",228,"15,326.16"
2013-04-01,CV6Z1109B,"1,349.99",18,"1,800.00",24,"1,800.00"
2013-04-01,CV6Z1109C,0,0,0,0,0
2013-04-01,CV6Z1125A,319.84,8,319.84,8,319.84
2013-04-01,CV6Z1125B,"1,679.17",42,"2,038.98",51,"2,038.98"
2013-04-01,CV6Z1126A,159.92,4,159.92,4,159.92
2013-04-01,CV6Z2C026A,"1,294.27",37,"1,504.14",43,"1,504.14"
2013-04-01,CV6Z2C026B,"1,839.10",46,"2,438.78",61,"2,438.78"
2013-04-01,DC3Z1102B,483.36,4,483.36,4,483.36
2013-04-01,DC3Z1102C,320.22,2,320.22,2,320.22
2013-04-01,DC3Z1104A,0,0,0,0,0
2013-04-01,DC3Z1104B,0,0,0,0,0
2013-04-01,DC3Z1104C,0,0,0,0,0
2013-04-01,DC3Z1104D,0,0,0,0,0
2013-04-01,DC3Z1104E,0,0,0,0,0
2013-04-01,DC3Z1125A,"1,199.71",15,"1,439.64",18,"1,439.64"
2013-04-01,DC3Z2C026A,719.82,9,719.82,9,719.82
2013-04-01,DC3Z2C026B,159.96,2,319.92,4,319.92
2013-04-01,DCPZ1104A,"1,288.31",29,"1,455.04",32,"1,455.04"
2013-04-01,DE9Z1104A,117.24,1,117.24,1,117.24
2013-04-01,DE9Z1104B,"1,195.40",10,"3,034.46",22,"3,034.46"
2013-04-01,DE9Z1104C,0,0,0,0,0
2013-04-01,DE9Z2C026A,512,4,512,4,512
2013-04-01,DG1Z1125B,0,0,0,0,0
2013-04-01,DG1Z1125C,"27,744.73",549,"28,143.20",554,"28,143.20"
2013-04-01,DG1Z2C026A,"13,159.03",330,"13,553.22",339,"13,553.22"
2013-04-01,DG9Z1104A,"1,163.61",20,"1,338.14",23,"1,338.14"
2013-04-01,DG9Z1104B,"2,936.09",50,"4,002.48",68,"4,002.48"
2013-04-01,DG9Z1104C,0,0,0,0,0
2013-04-01,DG9Z1104D,0,0,0,0,0
2013-04-01,DG9Z1125A,"1,799.29",36,"2,049.18",41,"2,049.18"
2013-04-01,DG9Z1125B,449.82,9,449.82,9,449.82
2013-04-01,DG9Z2C026A,599.76,12,699.72,14,699.72
2013-04-01,DG9Z2C026B,549.78,11,549.78,11,549.78
2013-04-01,DL1Z1104A,"2,248.87",13,"2,248.87",13,"2,248.87"
2013-04-01,DR3Z1125A,721.42,7,"1,133.66",11,"1,133.66"
2013-04-01,DR3Z1125B,0,0,0,0,0
2013-04-01,DR3Z1125C,"16,743.30",335,"16,843.26",337,"16,843.26"
2013-04-01,DR3Z2C026A,676.4,10,676.4,10,676.4
2013-04-01,DV6Z1104A,0,0,0,0,0
2013-04-01,DV6Z2C026A,0,0,0,0,0
2013-04-01,E9HZ1126A,0,0,0,0,0
2013-04-01,F1CZ1104A,247.2,5,247.2,5,247.2
2013-04-01,F1CZ1104B,540,9,540,9,540
2013-04-01,F2HZ1125B,0,0,0,0,0
2013-04-01,F3SZ1109A,"3,400.00",40,"3,400.00",40,"3,400.00"
2013-04-01,F4HZ1109D,328.51,1,328.51,1,328.51
2013-04-01,F4HZ1125A,"1,050.00",7,"1,050.00",7,"1,050.00"
2013-04-01,F4HZ1125C,990,6,990,6,990
2013-04-01,F4TZ1109A,"1,320.00",6,"1,320.00",6,"1,320.00"
2013-04-01,F4UZ1102B,0,0,0,0,0
2013-04-01,F4ZZ2C026B,"1,297.95",15,"1,297.95",17,"1,297.95"
2013-04-01,F58Z1126B,489.86,7,489.86,7,489.86
2013-04-01,F5RZ1104A,414,6,414,6,414
2013-04-01,F5RZ1104B,0,-2,0,0,0
2013-04-01,F5TZ2C026A,"2,188.54",73,"2,188.54",73,"2,188.54"
2013-04-01,F67Z1125BA,"2,788.76",62,"2,788.76",62,"2,788.76"
2013-04-01,F68Z1104AA,"1,340.50",19,"1,400.00",20,"1,400.00"
2013-04-01,F6SZ1104BA,703.6,10,703.6,10,703.6
2013-04-01,F6UZ2C026AA,"13,082.36",145,"13,227.06",147,"13,227.06"
2013-04-01,F78Z1104AA,557.44,8,557.44,8,557.44
2013-04-01,F7AZ1104AC,"1,027.52",16,"1,027.52",16,"1,027.52"
2013-04-01,F81Z1102BA,"8,806.54",74,"9,118.48",76,"9,118.48"
2013-04-01,F81Z1102DB,"7,314.71",42,"7,635.76",44,"7,635.76"
2013-04-01,F81Z1104AD,0,0,0,0,0
2013-04-01,F81Z1104BH,"174,799.24",595,"178,057.38",607,"178,057.38"
2013-04-01,F81Z1104CH,0,0,0,0,0
2013-04-01,F81Z1104DG,"22,800.00",80,"23,085.00",81,"23,085.00"
2013-04-01,F81Z1104EC,0,0,0,0,0
2013-04-01,F81Z1109DA,"3,639.24",22,"3,804.66",23,"3,804.66"
2013-04-01,F81Z1109EB,"5,295.50",25,"5,295.50",25,"5,295.50"
2013-04-01,F81Z1125AA,0,0,0,0,0
2013-04-01,F81Z1125AB,0,0,0,0,0
2013-04-01,F81Z1125BA,"1,411.34",14,"1,411.34",14,"1,411.34"
2013-04-01,F81Z1125DA,"35,090.64",468,"35,165.62",469,"35,165.62"
2013-04-01,F81Z2C026AA,"34,552.32",384,"34,552.32",384,"34,552.32"
2013-04-01,F81Z2C026EA,"15,060.24",188,"15,196.20",190,"15,196.20"
2013-04-01,F87Z1104AB,0,0,0,0,0
2013-04-01,F87Z1104BB,0,0,0,0,0
2013-04-01,F87Z1104CA,"60,455.18",366,"60,895.98",373,"60,895.98"
2013-04-01,F87Z1126BA,874.5,25,874.5,25,874.5
2013-04-01,F8AZ1104AA,"2,130.00",30,"2,130.00",30,"2,130.00"
2013-04-01,F8UZ1102AB,"32,627.06",319,"36,092.78",361,"36,092.78"
2013-04-01,F8UZ1102CA,"104,070.95",755,"108,910.05",797,"108,910.05"
2013-04-01,F8VZ1125AA,"3,396.64",52,"3,396.64",52,"3,396.64"
2013-04-01,F8ZZ2C026AA,"1,375.36",32,"1,375.36",32,"1,375.36"
2013-04-01,XC2Z1126AA,299.9,5,299.9,5,299.9
2013-04-01,XC2Z2C026AA,"26,315.64",326,"27,513.12",344,"27,513.12"
2013-04-01,XC2Z2C026BB,"9,466.10",111,"9,772.70",115,"9,772.70"
2013-04-01,XF5Z1104AA,980.64,6,980.64,6,980.64
2013-04-01,XF5Z1125AA,179.92,4,179.92,4,179.92
2013-04-01,XF5Z1126AA,59.98,1,59.98,1,59.98
2013-04-01,XL1Z1102AF,0,0,0,0,0
2013-04-01,XL1Z1104AE,"2,340.00",9,"2,340.00",9,"2,340.00"
2013-04-01,XL1Z1125AA,556.78,7,556.78,7,556.78
2013-04-01,XL3Z1102EC,"1,611.54",23,"1,749.50",25,"1,749.50"
2013-04-01,XL3Z1104AD,"6,421.03",31,"6,421.03",31,"6,421.03"
2013-04-01,XL3Z1104BC,944.52,6,944.52,6,944.52
2013-04-01,XL3Z1125BA,0,0,0,0,0
2013-04-01,XL3Z1125CB,"6,612.06",147,"6,612.06",147,"6,612.06"
2013-04-01,XL5Z1104A,"7,677.17",29,"7,677.17",29,"7,677.17"
2013-04-01,XL5Z1104B,0,0,0,0,0
2013-04-01,XR3Z1125BC,"2,031.84",16,"2,031.84",16,"2,031.84"
2013-04-01,XW4Z1109AA,0,0,0,0,0
2013-04-01,XW4Z1125AA,"1,636.88",28,"1,636.88",28,"1,636.88"
2013-04-01,XW4Z2C026AA,199.92,4,199.92,4,199.92
2013-04-01,YC2Z1109AA,0,0,0,0,0
2013-04-01,YC2Z1126AA,319.92,4,319.92,4,319.92
2013-04-01,YC3Z1102AA,0,0,0,0,0
2013-04-01,YC3Z1104C,0,0,0,0,0
2013-04-01,YC3Z1104D,"36,626.50",118,"37,510.00",121,"37,510.00"
2013-04-01,YC3Z1104EA,0,0,0,0,0
2013-04-01,YC3Z1109AA,0,0,0,0,0
2013-04-01,YC3Z1109CA,0,0,0,0,0
2013-04-01,YC3Z1125AA,"6,105.00",37,"6,105.00",37,"6,105.00"
2013-04-01,YC3Z1126AA,0,0,0,0,0
2013-04-01,YC3Z2C026AA,"8,745.00",53,"8,745.00",53,"8,745.00"
2013-04-01,YC3Z2C026BA,419.96,2,419.96,2,419.96
2013-04-01,YC3Z2C026BB,"41,195.04",519,"42,229.44",528,"42,229.44"
2013-04-01,YF1Z1104AC,0,0,0,0,0
2013-04-01,YF1Z1125AA,488.52,6,488.52,6,488.52
2013-04-01,YF1Z2C026AA,929.38,31,929.38,31,929.38
2013-04-01,YL1Z1102AA,0,0,0,0,0
2013-04-01,YL1Z1104AA,"1,592.85",6,"1,813.00",7,"1,813.00"
2013-04-01,YL1Z1125AA,0,0,0,0,0
